0.07514, 0.722744
0.07402, 0.678151
0.07293, 0.55936
0.07187, 0.478731
0.07085, 0.435501
0.06985, 0.416264
0.06888, 0.408905
0.06701, 0.401
0.06526, 0.397579
0.06358, 0.396872
0.06199, 0.395656
0.06, 0.496035
0.05904, 0.403029
0.059, 0.491877
0.058, 0.489749
0.057, 0.491389
0.05636, 0.404809
0.056, 0.502341
0.055, 0.50922
0.054, 0.519264
0.05391, 0.41072
0.053, 0.523765
0.052, 0.531987
0.05166, 0.426384
0.051, 0.542732
0.05, 0.554809
0.04959, 0.431664
0.049, 0.566892
0.048, 0.579964
0.047, 0.598469
0.046, 0.6132
0.045, 0.62816
0.044, 0.643125
0.043, 0.657789
0.042, 0.671521
0.041, 0.685464
0.04, 0.699865
0.039, 0.715428
0.038, 0.731187
0.037, 0.740516
0.036, 0.754729
0.035, 0.765155
0.034, 0.777095
0.033, 0.791421
0.032, 0.802965
0.031, 0.814185
0.03, 0.825469
0.029, 0.828124
0.028, 0.836181
0.027, 0.843064
0.026, 0.823739
0.025, 0.835564
0.024, 0.847112
0.023, 0.85681
0.022, 0.867981
0.021, 0.87906
0.02, 0.885212
0.019, 0.893415
0.018, 0.903421
0.017, 0.913723
0.016, 0.922626
0.015, 0.927744
0.0138, 0.949934
0.0136, 0.952685
0.0134, 0.954453
0.0132, 0.956024
0.013, 0.958187
0.0128, 0.959167
0.0126, 0.960935
0.0124, 0.962901
0.0122, 0.964867
0.012, 0.968017
0.0118, 0.971745
0.0116, 0.973465
0.0114, 0.965643
0.0112, 0.96463
0.011, 0.968962
0.0108, 0.969733
0.0106, 0.968361
0.0104, 0.970353
0.0102, 0.97311
0.01, 0.974865
0.0098, 0.974441
0.0096, 0.973651
0.0094, 0.971672
0.0092, 0.970899
0.009, 0.970718
0.0088, 0.971131
0.0086, 0.97213
0.0084, 0.973124
0.0082, 0.974313
0.008051, 0.975103
0.007847, 0.97649
0.007653, 0.977484
0.007469, 0.978676
0.007293, 0.97967
0.007125, 0.980546
0.006965, 0.981421
0.006812, 0.982216
0.00663, 0.983151
0.006491, 0.983848
0.006325, 0.984664
0.006168, 0.98542
0.006018, 0.986117
0.005876, 0.986754
0.00574, 0.987372
0.00561, 0.987929
0.005462, 0.988567
0.005344, 0.989045
0.005209, 0.989583
0.005081, 0.990101
0.004959, 0.990559
0.004843, 0.990997
0.004732, 0.991416
0.004609, 0.991855
0.004508, 0.992193
0.004396, 0.992592
0.00429, 0.992931
0.004188, 0.99327
0.004092, 0.993569
0.003986, 0.993908
0.003899, 0.994168
0.003803, 0.994447
0.003712, 0.994707
0.003625, 0.994946
0.003532, 0.995205
0.003453, 0.995425
0.003369, 0.995644
0.003289, 0.995844
0.003212, 0.996044
0.003131, 0.996243
0.003054, 0.996423
0.002987, 0.996563
0.00291, 0.996743
0.002844, 0.996902
0.002774, 0.997042
0.002707, 0.997182
0.002643, 0.997322
0.002583, 0.997442
0.00252, 0.997561
0.00246, 0.997681
0.002403, 0.997781
0.002344, 0.997881
0.002287, 0.997981
0.002234, 0.998081
0.002179, 0.998181
0.002127, 0.998261
0.002077, 0.998341
0.002026, 0.998421
0.001977, 0.9985
0.001931, 0.99856
0.001884, 0.99864
0.001839, 0.9987
0.001797, 0.99876
0.001754, 0.99882
0.00171, 0.99888
0.001671, 0.99892
0.001631, 0.99898
0.001592, 0.99902
0.001554, 0.99908
0.001516, 0.99912
0.001479, 0.99916
0.001445, 0.9992
0.00141, 0.99924
0.001376, 0.99928
0.001343, 0.9993
0.001312, 0.99934
0.001281, 0.99936
0.00125, 0.9994
0.00122, 0.99942
0.001191, 0.99946
0.001162, 0.99948
0.001134, 0.9995
0.001108, 0.99952
0.001081, 0.99956
0.001055, 0.99958
0.00103, 0.9996
0.001005, 0.99962
0.0009816, 0.99962
0.0009581, 0.99964
0.000935, 0.99966
0.0009129, 0.99968
0.0008906, 0.9997
0.0008694, 0.9997
0.0008492, 0.99972
0.0008287, 0.99974
0.0008087, 0.99974
0.0007897, 0.99976
0.0007705, 0.99978
0.0007523, 0.99978
0.0007345, 0.9998
0.0007166, 0.9998
0.0006997, 0.99982
0.0006831, 0.99982
0.0006665, 0.99982
0.0006508, 0.99984
0.0006351, 0.99984
0.0006199, 0.99986



